,Tieu de,Tác giả,Người dịch,Nhà xuất bản,Nhà phát hành,Mã Sản phẩm,Giấy phép XB,Khối lượng,Ngôn ngữ,Định dạng,Kích thước,Ngày phát hành,Số trang
1,Sát Thát & Ông Cha Ta Đánh Giặc Thế Nào,Hoàng Đạo Thúy,NaN,NXB Dân Trí,Nhã Nam,8935235229266,NaN,300.00 gam,Tiếng Việt,Bìa mềm,14 x 20.5 cm,01/2021,192
2,Tự Học Làm Bánh,Nguyễn Dzoãn Cẩm Vân,NaN,NXB Hồng Đức,Việt Thư,9786043027075,NaN,329.00 gam,Tiếng Việt,Bìa mềm,20.5 x 14.5 cm,18/01/2021,239
3,Đơn Giản - Vũ Khí Sắc Bén Ứng Phó Với Thế Gian Phức Tạp,Đỗ Văn Tâm,Tạ Thu Ngân,Nxb Thế giới,Nhã Nam,8935235227866,NaN,440.00 gam,Tiếng Việt,Bìa mềm,20.5 x 14 cm,02/2021,316
4,Nhật Kí Thế Giới Côn Trùng - Nhật Kí Nhện (Tái Bản 2020),"Cát Băng , Đồng Tiếu Nhàn",Nguyễn Hòa,NXB Kim Đồng,NXB Kim Đồng,8935244850734,NaN,200.00 gam,Tiếng Việt,Bìa mềm,26 x 19 cm,02/2021,36
5,Tip Công Sở 2- Khả Năng Quan Sát,KEI,Minh Minh,NXB Thanh Niên,Minh Long,8936067603897,NaN,420.00 gam,Tiếng Việt,Bìa mềm,20.5 x 14.5 cm,02/2021,304
6,"Sống Xanh - 52 Tips Ăn Sạch, Uống Lành, Sống Bền Vững",Nhóm dịch D Institute,Trịnh Nam Trân,Nxb Thế giới,AZ books,8936186548635,NaN,350.00 gam,Tiếng Việt,Bìa mềm,19 x 14.5 cm,01/2021,232
7,Động Lực Của Nhà Lãnh Đạo - The Motive,Patrick Lencioni,NaN,Nxb Thế giới,Alpha books,8935251416183,NaN,300.00 gam,Tiếng Việt,Bìa mềm,20.5 x 13 cm,29/01/2021,188
8,Papa's Here - Nhật Ký Cùng Con Học Tiếng Anh Của Một Ông Bố Việt,Nguyễn Ngọc Lâm,NaN,NXB Dân Trí,Alpha books,8935309500352,NaN,300.00 gam,Tiếng Việt,Bìa mềm,23 x 15 cm,29/01/2021,168
9,"Stay Positive - Sống Tích Cực, Đời Hết Bực","Daniel Decker , Jon Gordon",Minh Trâm,NXB Văn hóa - Văn nghệ,Saigon Books,8935278601166,NaN,400.00 gam,Tiếng Việt,Bìa mềm,19 x 13 cm,01/2021,268
10,Đông Dương Tráng Lệ,Lý Tứ,Lý Tứ,Nxb Thế giới,Nhã Nam,8935235227620,NaN,1400.00 gam,Tiếng Việt,Bìa mềm,25 x 20.5 cm,01/2021,166
11,Bách Khoa Thư Tiểu Học Larousse - Động Vật,Larousse,Danh Việt,Nxb Thế giới,Nhã Nam,8935235228191,NaN,800.00 gam,Tiếng Việt,Bìa cứng,23 x 19 cm,01/2021,112
12,Những Người Thích Đùa (Tái Bản 2019),Aziz Nesin,NaN,Nxb văn học,Nhã Nam,8935235220591,NaN,400.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,2019,275
13,Ma Thuật Bị Cấm,Higashino Keigo,Mia Nguyễn,Nxb Hà Nội,Nhã Nam,8935235225428,NaN,420.00 gam,Tiếng Việt,Bìa mềm,14 x 20.5 cm,06/01/2021,300
14,Sếp Của Einstein - 10 Nguyên Tắc Để Lãnh Đạo Những Người Xuất Chúng,Đỗ Hoàng Phương An,Lương Trọng Vũ,Nxb Tổng hợp TP.HCM,Trí Việt,8935086853504,NaN,400.00 gam,Tiếng Việt,Bìa mềm,24 x 16 cm,01/2021,264
15,"Gi Gỉ Gì Gi, Cái Gì Cũng Biết - Dành Cho Lớp 3",Mima Noyuri,Quang Phú,Nxb Thế giới,Nhã Nam,8935235228238,NaN,450.00 gam,Tiếng Việt,Bìa mềm,20.5 x 16 cm,12/2020,180
16,Chinh Phục Ngữ Pháp Và Bài Tập Tiếng Anh Lớp 7 - Tập 1(Tái Bản 2019),Nguyễn Thị Thu Huế,NaN,Nxb Đại học Quốc gia Hà Nội,Minh Thắng,8935236417013,NaN,300.00 gam,Tiếng Việt,Bìa mềm,17 x 24 cm,12/2020,164
17,The Langmaster - Chinh Phục Ngữ Pháp Tiếng Anh Lớp 9 Tập 1 (Tái Bản - 2019),NaN,NaN,Nxb Đại học Quốc gia Hà Nội,Minh Thắng,8935236418294,NaN,400.00 gam,Tiếng Việt,Bìa mềm,17 x 24 cm,12/2020,196
18,Content Đắt Có Bắt Được Trend,Stepania Leonardi Harlley,Stepania Leonardi Harlley,NXB Công Thương,1980Books,8936066687850,NaN,400.00 gam,Tiếng Việt,Bìa mềm,13 x 20 cm,30/12/2020,268
19,Nàng Heo Annie Gầy Còm,Gesshin Claire Greenwood,NaN,Nxb Thanh Hóa,Văn Lang,8935074122087,NaN,200.00 gam,Tiếng Việt,Bìa mềm,15 x 21 cm,30/12/2020,112
20,Barron's_IELTS Practice Exams 3rd Edition,Dr. Lin Lougheed,NaN,Nxb Tổng hợp TP.HCM,Trí Việt,8935086853641,NaN,550.00 gam,Tiếng Việt,Bìa mềm,19 x 26 cm,27/12/2020,460
21,Hạt Giống Tâm Hồn - Mãi Mãi Là Yêu Thương (Tái Bản 2020),First News,NaN,Nxb Tổng hợp TP.HCM,Trí Việt,8935086853443,NaN,280.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,26/12/2020,168
22,Giá Trị Tình Bạn Trong Các Mối Quan Hệ,Alan Loy Mcginnis,NaN,Nxb Tổng hợp TP.HCM,Trí Việt,8935086853498,NaN,350.00 gam,Tiếng Việt,Bìa mềm,20.5 x 13 cm,25/12/2020,212
23,"Đọc Sách Cùng Con, Đi Muôn Dặm Đường: Xây Dựng Mối Quan Hệ Ý Nghĩa Và Bền Lâu Với Con",Sarah Mackenzie,Thu Huyền,Nxb Lao động,Thái Hà,8935280907201,NaN,450.00 gam,Tiếng Việt,Bìa mềm,23 x 15.5 cm,22/12/2020,232
24,Tuyển Tập Truyện Hay Dành Cho Thiếu Nhi 3 (Tái Bản 2020),Villiam J Bennett,NaN,Nxb Tổng hợp TP.HCM,Trí Việt,8935086851104,NaN,350.00 gam,Tiếng Việt,Bìa mềm,20.5 x 13 cm,21/12/2020,128
25,Vườn Bách Thú Bằng Tranh,Adrienne Barman,"Măng , Nhụy",Nxb Thế giới,Nhã Nam,8935235227996,NaN,1200.00 gam,Tiếng Việt,Bìa cứng,25.5 x 18.5 cm,12/2020,218
26,Trong Khi Chờ Đợi Godot,Samuel Beckett,NaN,Nxb văn học,Nhã Nam,8935235227668,NaN,490.00 gam,Tiếng Việt,Bìa cứng,20.5 x 14 cm,30/12/2020,164
27,EQ - Nghệ Thuật Làm Chủ Cảm Xúc,Kerry Goyette,NaN,NXB Dân Trí,1980Books,8936066689724,NaN,400.00 gam,Tiếng Việt,Bìa mềm,20 x 13 cm,30/01/2021,264
28,Người Bán Hàng Vĩ Đại Nhất Thế Giới,Og Mandino,NaN,Nxb Tổng hợp TP.HCM,Trí Việt,8935086851524,NaN,400.00 gam,NaN,Bìa mềm,20.5 x 13 cm,08/2020,296
29,Dạy Con Làm Giàu 04 - Con Giàu Con Thông Minh (Tái Bản 2020),NaN,NaN,Nxb Trẻ,NXB Trẻ,8934974165316,NaN,400.00 gam,Tiếng Việt,Bìa mềm,14 x 20 cm,13/12/2020,280
0,Những Tù Nhân Của Địa Lý (Bìa Cứng),Phan Linh Lan,NaN,Nxb Hội Nhà Văn,Nhã Nam,8935235227873,NaN,630.00 gam,Tiếng Việt,Bìa cứng,14 x 20.5 cm,08/12/2020,430
1,Đại Bàng Có Khi Bay Thấp Hơn Gà (Tái Bản 2020),Trương Thiết Thành,NaN,NXB Hồng Đức,Việt Thư,9786043022940,NaN,275.00 gam,Tiếng Việt,Bìa mềm,20.5 x 13 cm,03/12/2020,160
2,Món Ăn Đường Phố,Yanny Đặng,NaN,NXB Hồng Đức,Việt Thư,9786043025576,NaN,228.00 gam,Tiếng Việt,Bìa mềm,20.5 x 14.5 cm,03/12/2020,64
3,Cùng Bé Khám Phá Thế Giới Xung Quanh - Động Vật Dưới Nước (Sách Song Ngữ),NaN,NaN,NXB Phụ Nữ,Việt Thư,9786045689509,NaN,200.00 gam,Tiếng Việt,Bìa cứng,14 x 14 cm,03/12/2020,16
4,Bộ Bí Mật Thành Paris - Ấn Bản Bìa Mềm (Trọn Bộ 5 Tập),Eugène Sue,NaN,Nxb Hội Nhà Văn,Phúc Minh,9786049643255,NaN,2800.00 gam,Tiếng Việt,Bìa mềm,24 x 16 cm,03/12/2020,NaN
5,Câu Chuyện Đêm Giáng Sinh - Câu Chuyện Của Santa,"Will Hillenbrand , Amy Hest",Amy Hest,Nxb Lao động,Thái Hà,8935280907041,NaN,235.00 gam,Tiếng Việt,Bìa mềm,28 x 21 cm,02/12/2020,36
6,Vào Bếp Cùng Nhóc Nicolas Và Bếp Trưởng Alain Ducasse,Goscinny & Sempé,Goscinny & Sempé,Nxb Hội Nhà Văn,Nhã Nam,8935235227552,NaN,840.00 gam,Tiếng Việt,Bìa cứng,24 x 16 cm,30/11/2020,146
7,Hành Trình Của Linh Hồn (Tái Bản 2020),NaN,Thanh Huyền,Nxb Văn hoá Dân tộc,Thái Hà,8935280906839,NaN,550.00 gam,Tiếng Việt,Bìa mềm,24 x 15.5 cm,27/11/2020,430
8,Làm Thế Nào Để Thay Đổi Trường Học?,"Tony Wagner , Khổng Thị Diễm Hằng",NaN,Nxb Đại học Quốc gia Hà Nội,Quảng Văn,8936056796593,NaN,500.00 gam,Tiếng Việt,Bìa mềm,20.5 x 14.5 x 2.2 cm,30/11/2020,480
9,Khủng Long Thân Mến - T.Rex Du Ngoạn,NaN,NaN,NXB Phụ Nữ,Quảng Văn,1130000092820,NaN,150.00 gam,Tiếng Việt,Bìa mềm,25 x 27.5 cm,31/11/2020,60
10,Sức Mạnh Của Văn Hóa Doanh Nghiệp,Chris Dyer,NaN,NXB Dân Trí,Nhã Nam,8935235228078,NaN,455.00 gam,Tiếng Việt,Bìa mềm,20.5 x 14 cm,24/11/2020,400
11,Truyện Cổ Andersen Toàn Tập - Tập 2,Hans Christian Andersen,Hans Christian Andersen,Nxb Hà Nội,Nhã Nam,8935235227835,NaN,1400.00 gam,Tiếng Việt,Bìa cứng,24 x 15.5 cm,26/11/2020,550
12,Bán Hàng Trên Amazon Từ A - Z,NaN,NaN,NXB Phụ Nữ,NXB Phụ Nữ,9786045687048,NaN,470.00 gam,Tiếng Việt,Bìa mềm,23 x 15 cm,23/11/2020,236
13,Để Con Được Bay - Nuôi Con Một Mình Theo Kiểu Mẹ Phượt,NaN,NaN,NXB Phụ Nữ,NXB Phụ Nữ,9786045690666,NaN,330.00 gam,NaN,NaN,NaN,,NaN
14,Hoa Vẫn Nở Mỗi Ngày,NaN,Nguyễn Thị Tươi,Nxb Hà Nội,Nhã Nam,8935235228009,NaN,700.00 gam,Tiếng Việt,Bìa mềm,24 x 15.5 cm,11/2020,532
15,Tuổi Dậy Thì Ti Tỉ Chuyện,"Nam Kha , Kim Duẩn",NaN,Nxb Hà Nội,Đinh Tị,8935212351935,NaN,220.00 gam,Tiếng Việt,Bìa mềm,20.5 x 14.5 cm,11/2020,172
16,Green Challenges - Cuốn Sách Khổng Lồ Về Các Hoạt Động Khám Phá Môi Trường,Nhiều tác giả,Nhiều tác giả,NXB Thanh Niên,Đinh Tị,8935212352079,NaN,800.00 gam,Tiếng Việt,Bìa cứng,29 x 20.5 cm,11/2020,128
17,"Uống Nhầm Một Ánh Mắt, Cơn Say Theo Cả Đời - Tập 1",Thu Ngân,NaN,Nxb văn học,Đinh Tị,8935212351874,NaN,440.00 gam,Tiếng Việt,Bìa mềm,20.5 x 14.5 cm,11/2020,400
18,Đứa Trẻ Thứ Sáu,NaN,Nguyễn Quang Huy,NXB Thanh Niên,Đinh Tị,8935212352208,NaN,710.00 gam,Tiếng Anh,Bìa mềm,24 x 16 cm,11/2020,620
19,Trôi Đến Một Cẩu Nhi,Hoàng Bội Giai,Hoàng Bội Giai,Nxb văn học,ChiBooks,1130000092767,NaN,440.00 gam,Tiếng Việt,Bìa mềm,14.5 x 20.5 cm,08/2020,312
20,Tiếp Thị & Gia Đình - Số 11 (Tháng 11/2020),Nhiều tác giả,NaN,NaN,Hoa Mặt trời,8935119600013,NaN,230.00 gam,Tiếng Việt,Bìa mềm,23 x 29 cm,11/2020,58
21,First sticker book - Sách dán hình đầu đời cho bé - Khủng long,Hannah Watson,Thùy Dương,NXB Thanh Niên,Đinh Tị,8935212352123,NaN,220.00 gam,Tiếng Việt,Bìa mềm,27.6 x 21 cm,11/2020,16
22,Malcolm Gladwell - Chú Chó Nhìn Thấy Gì?,Malcolm Gladwell,"Hà Trang , Diệu Ngọc",Nxb Thế giới,Alpha books,8935251408546,NaN,560.00 gam,Tiếng Việt,Bìa mềm,13.5 x 20.5 cm,11/2020,587
23,Niềm Tin Thông Minh - Kỹ Năng Thiết Yếu Biến Người Quản Lý Thành Nhà Lãnh Đạo,NaN,Vương Bảo Long,Nxb Tổng hợp TP.HCM,Trí Việt,8935086852934,NaN,268.00 gam,Tiếng Việt,Bìa cứng,20.5 x 13 cm,10/2020,168
24,Hãy Tôn Trọng Nỗ Lực Của Một Cô Gái,NaN,NaN,Nxb Thế giới,Skybooks,8936186547317,NaN,308.00 gam,Tiếng Việt,Bìa mềm,20 x 13 cm,11/2020,256
25,Sống Cho Vuông Tròn,Nguyễn Hạnh - Trần Thị Thanh Nguyên,NaN,Nxb Trẻ,NXB Trẻ,8934974170174,NaN,140.00 gam,Tiếng Việt,Bìa mềm,14 x 18.5 cm,11/2020,116
26,Chơi Cùng Momo - Dắt Bò Đi Dạo,Kazuhiko Toyota,Kazuhiko Toyota,Nxb Lao động,Thái Hà,8935280906761,NaN,165.00 gam,Tiếng Việt,Bìa mềm,18.7 x 21 cm,11/2020,28
27,Cơ Thể Tự Chữa Lành: Thực Phẩm Thay Đổi Cuộc Sống,Anthony William,Mokona,NXB Thanh Niên,Huy Hoàng,8935095629947,NaN,510.00 gam,Tiếng Việt,Bìa mềm,23 x 18 cm,11/2020,464
28,Chiến Quốc Tung Hoành - Thế Cục Quỷ Cốc Tử - Tập 10,Hàn Xuyên Tử,NaN,Nxb văn học,Huy Hoàng,8935095630226,NaN,700.00 gam,Tiếng Việt,Bìa mềm,20.5 x 13.5 cm,11/2020,578
29,Bộ Sách Malcolm Gladwell (Bộ 6 Cuốn),Malcolm Gladwell,"Diêu Ngọc, Hà Trang, Tuệ Minh, Nguyễn Văn Tân, Nguyễn Trang, Lan Dao, Hà Minh Hoàng",Nxb Thế giới,Alpha books,8935251416268,NaN,380.00 gam,Tiếng Việt,Bìa mềm,21 x 15 x 15 cm,11/2020,NaN
0,Trái Tim Của Bé,BS. Ngô Bảo Khoa,NaN,Nxb Trẻ,NXB Trẻ,8934974169239,NaN,283.00 gam,Tiếng Việt,NaN,15.5 x 23 cm,29/09/2020,194
1,Hồ Chí Minh Bàn Về Cán Bộ,"Đặng Thị Minh Phương , Vũ Tinh",NaN,Nxb Trẻ,NXB Trẻ,8934974169390,NaN,100.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,25/09/2020,76
2,Hồi Ký Người Vợ Á,Ngọa Lan,NaN,NXB Công Thương,Thái Hà,8935280906594,NaN,264.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,28/09/2020,260
3,Thiết Lập Tịnh Độ,Thích Nhất Hạnh,NaN,Nxb Hà Nội,Thái Hà,8935280906518,NaN,220.00 gam,Tiếng Việt,Bìa mềm,13 x 19 cm,25/09/2020,216
4,Phái Mạnh - Elle Man - Số 3 (Tháng 9/2020),NaN,NaN,NaN,Truyền Thông Châu Á,9786043034219,NaN,341.00 gam,Tiếng Việt,Bìa mềm,21 x 28.5 cm,24/09/2020,94
5,Sách Kích Thích Thị Giác Đen Trắng Cho Bé - Phương Tiện (Song Ngữ) (Sách Vải),NaN,NaN,NXB Phụ Nữ,Muki,9786045662304,NaN,44.00 gam,"Tiếng Anh, Tiếng Việt",Vải,16.5 x 15.5 cm,23/09/2020,6
6,Sách Kích Thích Thị Giác Đen Trắng Cho Bé - Quả (Song Ngữ) (Sách Vải),NaN,NaN,NXB Phụ Nữ,Muki,9786045662298,NaN,44.00 gam,"Tiếng Anh, Tiếng Việt",Vải,16.5 x 15.5 cm,23/09/2020,6
7,Ehon Nhật Bản - Ai Đã Giúp Ai Thế Nhỉ?,Accototo,Muki,NXB Phụ Nữ,Muki,9786045683835,NaN,154.00 gam,Tiếng Việt,Bìa mềm,18 x 25 cm,22/09/2020,30
8,Vở Tập Viết Toán Học Qua Các Trò Chơi Trí Tuệ 4,Kawa-Bảo Việt,NaN,NXB Phụ Nữ,Muki,9786045678756,NaN,100.00 gam,Tiếng Việt,Bìa mềm,17 x 24 cm,22/09/2020,32
9,Ehon Nhận Biết - Đồ Dùng,"Kawa , Chây",NaN,NXB Phụ Nữ,Muki,9786045681541,NaN,110.00 gam,Tiếng Việt,Bìa mềm,18 x 18 cm,22/09/2020,28
10,Ehon Nhận Biết - Cái Gì Thế Nhỉ? Cùng Đi Ngủ Nào! (Song Ngữ),"Chây , Kawa",NaN,NXB Phụ Nữ,Muki,9786045681671,NaN,132.00 gam,"Tiếng Anh, Tiếng Việt",Bìa mềm,18 x 18 cm,22/09/2020,40
11,Mê Cung Phát Triển Kỹ Năng - Cảm Xúc,Kawa,NaN,NXB Phụ Nữ,Muki,9786045665954,NaN,110.00 gam,Tiếng Việt,Bìa mềm,18 x 18 cm,22/09/2020,28
12,Ehon Nhận Biết - Cái Gì Thế Nhỉ? Đến Trường Cùng Các Bạn (Song Ngữ),"Kawa , Chây",NaN,NXB Phụ Nữ,Muki,9786045664582,NaN,154.00 gam,"Tiếng Anh, Tiếng Việt",Bìa mềm,18 x 18 cm,22/09/2020,44
13,Ehon Nhận Biết - Cuộc Đua Tài Ai Đẹp Và Giỏi Nhất,"Chây , Kawa",NaN,NXB Phụ Nữ,Muki,9786045672143,NaN,110.00 gam,Tiếng Việt,Bìa mềm,18 x 18 cm,22/09/2020,32
14,"Ehon Nhật Bản - Này, Bạn Có Biết Không?",Accototo,Muki,NXB Phụ Nữ,Muki,9786045683828,NaN,110.00 gam,Tiếng Việt,Bìa mềm,18 x 18 cm,22/09/2020,28
15,Ehon Nhận Biết - Gâu Gâu Quác Quác,"Kawa , Minh Trang",NaN,NXB Phụ Nữ,Muki,9786045686577,NaN,110.00 gam,Tiếng Việt,Bìa mềm,20 x 20 cm,22/09/2020,28
16,Ehon Kể Chuyện - Cục Ị Thối Úm Ba La,"Kawa , Chây",NaN,NXB Phụ Nữ,Muki,9786045686621,NaN,132.00 gam,Tiếng Việt,Bìa mềm,20 x 20 cm,22/09/2020,28
17,Ehon Kỹ Năng Sống - Tâm Trạng Của Bé Thế Nào?,Hiroyuki Arai,Phạm Thị Thu Giang,NXB Phụ Nữ,Muki,9786045664728,NaN,132.00 gam,Tiếng Việt,Bìa mềm,18.5 x 21 cm,22/09/2020,24
18,"Ehon Thông Minh, Cảm Xúc - Những Cảm Xúc Của Gaston: Con Vui Sướng",Aurélie Chien Chow Chine,Quế Chi,NXB Phụ Nữ,Muki,9786045682913,NaN,110.00 gam,Tiếng Việt,Bìa mềm,20 x 20 cm,22/09/2020,30
19,Ehon Nhật Bản - Dâu Tây,Koga Youko,Anh Nguyễn,NXB Phụ Nữ,Muki,9786045661956,NaN,308.00 gam,Tiếng Việt,Bìa cứng,20 x 20 cm,2019,26
20,Quản Lý Bằng Thiện Chí - Nguyên Tắc,"Oliver Truong , Paul-Marie Chavanne",Bảo Ân,NXB Công Thương,Thái Hà,8935280906600,NaN,275.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,22/09/2020,244
21,Bộ Sách Lịch Sử Nhân Loại - Jared Diamond (Bộ 4 Cuốn),Jared Diamond,NaN,Nxb Thế giới,Alpha books,8935270702694,NaN,3300.00 gam,Tiếng Việt,Bìa cứng,16 x 24 cm,21/09/2020,2704
22,Babel Vòng Quanh Thế Giới Qua 20 Ngôn Ngữ,Gaston Dorren,Hoàng Đức Long,Nxb Thế giới,Nhã Nam,8935235227354,NaN,692.00 gam,Tiếng Việt,Bìa mềm,15.5 x 24 cm,18/09/2020,480
23,Hoàng Thị Thế - Con Gái Đề Thám Và Quân Bài Chính Trị Của Thực Dân Pháp,Claude Gendre,Thanh Thư,Nxb Hà Nội,Alpha books,8935270701284,NaN,220.00 gam,Tiếng Việt,Bìa mềm,14 x 20.5 cm,18/09/2020,172
24,Khơi Lửa Sông Nile,Nhiều tác giả,NaN,Nxb Thế giới,Alpha books,8936158591157,NaN,310.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,18/09/2020,256
25,Himalaya - Hành Trình Chạm Đến Trán Trời,Mai Lan,NaN,Nxb Thế giới,Alpha books,8936158591133,NaN,220.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,18/09/2020,192
26,Những Đế Chế Công Nghệ,Kokubo Shigenobu,Hương Linh,Nxb Thế giới,Alpha books,8935251410839,NaN,275.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,18/09/2020,232
27,Từ Điển Anh - Việt 110.000 Từ (Tái Bản),Việt Fame,NaN,NXB Hồng Đức,Văn Lang,8935074117526,NaN,1650.00 gam,Tiếng Việt,Bìa mềm,11 x 18 cm,17/09/2020,1320
28,Đàn Bà Xấu Là Thất Bại Của Thời Đại,Hồ Viết Thịnh,NaN,NXB Thanh Niên,Alpha books,8936158591201,NaN,220.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,17/09/2020,164
29,Người Chọn Nghề Hay Nghề Chọn Người (Tái Bản 2020),Orison Swett Marden,Trịnh Hoàng Kim Phượng,Nxb Lao động - Xã hội,Alpha books,8935251415568,NaN,352.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,16/09/2020,300
0,Ứng Dụng Chiến Lược Quân Sự Trong Kinh Doanh,Virender Kapoor,Tùng Ca,NXB Công Thương,Thái Hà,8935280906785,NaN,275.00 gam,Tiếng Việt,Bìa mềm,13 x 20.5 cm,10/2020,248
1,Nghề Thuyết Phục: Chuyện Đời - Chuyện Nghề Của Bậc Thầy PR,Harold Burson,Thiên Khôi,Nxb Trẻ,NXB Trẻ,8934974169796,NaN,440.00 gam,Tiếng Việt,Bìa mềm,15.5 x 23 cm,21/10/2020,378
2,Góc Khuất Của Yêu Thương,Choi Kwanghuyn,Minh Thùy,NaN,NaN,8936186547034,NaN,330.00 gam,Tiếng Việt,Bìa mềm,14.5 x 20.5 cm,19/10/2020,264
3,J.O.Y - Issue 4: Chuyến Du Hành Ngược Thời Gian,Nhiều tác giả,NaN,NaN,AZ books,8936186547270,NaN,220.00 gam,Tiếng Việt,Bìa mềm,17 x 24 cm,20/10/2020,196
4,Thế Giới Rộng Lớn Lòng Người Chật Hẹp,Dưa hấu hạt tím,NaN,NaN,AZ books,8936186547126,NaN,220.00 gam,Tiếng Việt,Bìa mềm,13.5 x 20 cm,10/2020,208
5,"Hà Nội - Phong Tục, Văn Chương",Nguyễn Vinh Phúc,NaN,Nxb Trẻ,NXB Trẻ,9786041174306,NaN,630.00 gam,Tiếng Việt,Bìa mềm,15.5 x 23 cm,29/10/2020,436
6,Học Một Đằng Làm Một Nẻo,Nguyễn Tiến Đông,NaN,NXB Phụ Nữ,NXB Phụ Nữ,9786045654064,NaN,220.00 gam,Tiếng Việt,Bìa mềm,17 x 24 cm,2019,184
7,Giãn Cơ Là Đủ - Yoga Cho Dân Văn Phòng,SeoHee Park,Đỗ Thị Tuyết Mai,NXB Phụ Nữ,NXB Phụ Nữ,9786045663882,NaN,500.00 gam,Tiếng Việt,Bìa mềm,21.5 x 29 cm,07/10/2020,96
8,Những Câu Nói Cửa Miệng Làm Nên Thành Công Của Toyota,Ojt Solutions,Nhóm Nomudas,NXB Phụ Nữ,NXB Phụ Nữ,9786045678565,NaN,330.00 gam,Tiếng Việt,Bìa mềm,17 x 24 cm,07/10/2020,168
9,Ehon Song Ngữ - Yoga Babies: Những Em Bé Khỏe Mạnh,Fearne Cotton,Phạm Mai Phương,NXB Phụ Nữ,NXB Phụ Nữ,9786045683385,NaN,220.00 gam,"Tiếng Anh, Tiếng Việt",Bìa mềm,25 x 25 cm,06/10/2020,32
10,Bình Tĩnh Rèn Con - Chiến Lược Làm Cha Mẹ,Noel Janis-Norton,Phan Thị Thắng,NXB Phụ Nữ,NXB Phụ Nữ,9786045677063,NaN,605.00 gam,Tiếng Việt,Bìa mềm,15.5 x 23.5 cm,06/10/2020,448
11,Bình Tĩnh Rèn Con - Chiến Lược Giúp Trẻ Hạn Chế Thời Gian Dùng Thiết Bị Điện Tử,Noel Janis-Norton,Nguyễn Thu Giang,NXB Phụ Nữ,NXB Phụ Nữ,9786045680230,NaN,330.00 gam,Tiếng Việt,Bìa mềm,15.5 x 23.5 cm,06/10/2020,272
12,Võ Đạo Trong Kinh Doanh Và Cuộc Sống,"Eyal Nir , Amit Offir",Nguyễn Ngọc Hà,NXB Thanh Niên,Minh Long,8936067603613,NaN,330.00 gam,Tiếng Việt,Bìa mềm,13.5 x 20.5 cm,06/10/2020,272
13,Mỗi Ngày Một Chút Năng Lượng Tiêu Cực,Lâm Dục Thánh,"Triêu Dương , Hạnh Trang",NXB Phụ Nữ,NXB Phụ Nữ,9786045668665,NaN,440.00 gam,Tiếng Việt,Bìa mềm,18 x 18 cm,27/10/2020,272
14,Hôm Nay Em Có Ổn Không?,Hall Of Dreamers,NaN,Nxb văn học,AZ books,8936186547119,NaN,220.00 gam,Tiếng Việt,Bìa mềm,NaN,06/10/2020,200
15,Một Cuốn Sách Không Về Cô Vy,Trang Cho,NaN,NXB Thanh Niên,Alpha books,8936158591447,NaN,220.00 gam,Tiếng Việt,Bìa mềm,15 x 15 cm,26/10/2020,NaN
16,Suỵt! Yên Nào,Mel Sherratt,B.OF,Nxb Thế giới,AZ books,8936186546822,NaN,500.00 gam,Tiếng Việt,Bìa mềm,15 x 23 cm,08/10/2020,472
17,Malcolm Gladwell -Đọc Vị Người Lạ,Malcolm Gladwell,Lan Dao,Nxb Thế giới,Alpha books,8935251415544,NaN,500.00 gam,Tiếng Việt,Bìa mềm,14.5 x 20.5 cm,23/10/2020,460
18,Ehon Kích Thích Thị Giác - Xin Chào Các Bạn Sinh Vật Bé Nhỏ! (Song Ngữ),"Kawa , Mai Anh Đỗ",NaN,NXB Phụ Nữ,Muki,9786045688120,NaN,110.00 gam,Tiếng Việt,Bìa mềm,20 x 20 cm,30/09/2020,24
19,Chuyên Ngành Kỹ Thuật Chất Dẻo,Nhiều tác giả,Nhiều dịch giả,Nxb Trẻ,NXB Trẻ,9786041170377,NaN,1082.00 gam,Tiếng Việt,Bìa mềm,17 x 24 cm,25/09/2020,652
20,Khi Hikaru Còn Trên Thế Gian Này...- Tập 9,Nomura Mizuki,Runan,Nxb Hà Nội,Thái Hà,8935280906617,NaN,440.00 gam,Tiếng Việt,Bìa mềm,13 x 19 cm,16/10/2020,352
21,Bí Mật Thành Paris - Tập 5,Eugène Sue,Nhiều dịch giả,Nxb Hội Nhà Văn,Phúc Minh,9786043062137,NaN,637.00 gam,Tiếng Việt,Bìa mềm,16 x 24 cm,29/09/2020,382
22,Đọc Ehon Cho Bé,Nguyễn Thị Thu,NaN,NXB Phụ Nữ,Quảng Văn,8936056796401,NaN,330.00 gam,Tiếng Việt,Bìa mềm,13 x 19 cm,29/09/2020,192
